municipality,municipality_id,district,district_id,year,typology,layout,transaction_type,value,volume,shape_Length,shape_Area
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,All beds,mortgage,1203419315.210000038146973,439.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,All beds,sale,2534254305.969999790191650,918.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,All beds,All types,3741929827.500000000000000,1358.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Plot,Undefined,donation,4197674.929999999701977,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,Undefined,donation,4197674.929999999701977,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,All beds,donation,4197674.929999999701977,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Other,Undefined,long lease,106096147.000000000000000,2.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,Undefined,long lease,106096147.000000000000000,2.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,All beds,long lease,106096147.000000000000000,2.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,1 bed,mortgage,106392472.530000001192093,111.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,1 bed,mortgage,106392472.530000001192093,111.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,2 beds,mortgage,163826036.000000000000000,108.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,2 beds,mortgage,74896559.390000000596046,36.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,2 beds,mortgage,238722595.389999985694885,144.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,3 beds,mortgage,84134782.040000006556511,42.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,3 beds,mortgage,308236366.660000026226044,130.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,3 beds,mortgage,392371148.699999988079071,172.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,4 beds,mortgage,367610038.139999985694885,112.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,4 beds,mortgage,367610038.139999985694885,112.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,5 beds,mortgage,248856594.080000013113022,69.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,5 beds,mortgage,248856594.080000013113022,69.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,6+ beds,mortgage,22295600.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,6+ beds,mortgage,22295600.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Retail,line store,mortgage,1320000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,line store,mortgage,1320000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,studio,mortgage,26779019.000000000000000,31.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,studio,mortgage,26779019.000000000000000,31.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Other,Undefined,mortgage,797176617.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Retail,Undefined,mortgage,88000000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,Undefined,mortgage,403406043.379999995231628,148.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,Undefined,mortgage,1288582660.380000114440918,152.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,All beds,mortgage,2692930128.219999790191650,795.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,1 bed,sale,1281970521.480000019073486,863.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,1 bed,sale,1281970521.480000019073486,863.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,2 beds,sale,1907287263.970000028610229,773.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,2 beds,sale,100165166.420000001788139,48.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,2 beds,sale,2007452430.390000104904175,821.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,3 beds,sale,1141719607.099999904632568,318.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,3 beds,sale,424186728.810000002384186,139.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,3 beds,sale,1565906335.910000085830688,457.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,4 beds,sale,134408716.000000000000000,26.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,4 beds,sale,554043817.710000038146973,125.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,4 beds,sale,688452533.710000038146973,151.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,5 beds,sale,402893270.290000021457672,70.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,5 beds,sale,402893270.290000021457672,70.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,5+ beds,sale,76148000.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,5+ beds,sale,76148000.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,6+ beds,sale,147416244.000000000000000,11.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,6+ beds,sale,147416244.000000000000000,11.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Retail,line store,sale,1450000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,line store,sale,1450000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,studio,sale,462209747.529999971389771,524.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,studio,sale,462209747.529999971389771,524.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Other,Undefined,sale,50705810.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Plot,Undefined,sale,254340463.000000000000000,15.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,Undefined,sale,329345664.000000000000000,82.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,Undefined,sale,634391937.000000000000000,100.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,All beds,sale,7268291020.310000419616699,3001.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,All beds,All types,10071514970.459999084472656,3799.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Apartment / Duplex,2 beds,donation,1300000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,2 beds,donation,1300000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,4 beds,donation,4198935.959999999962747,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,4 beds,donation,4198935.959999999962747,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,All beds,donation,5498935.959999999962747,2.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Other,Undefined,long lease,487309851.000000000000000,7.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,Undefined,long lease,487309851.000000000000000,7.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,All beds,long lease,487309851.000000000000000,7.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Apartment / Duplex,1 bed,mortgage,82546547.239999994635582,102.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,1 bed,mortgage,82546547.239999994635582,102.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Apartment / Duplex,2 beds,mortgage,149188394.810000002384186,111.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,2 beds,mortgage,157598294.349999994039536,111.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,2 beds,mortgage,306786689.160000026226044,222.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Apartment / Duplex,3 beds,mortgage,90800721.329999998211861,44.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,3 beds,mortgage,526730587.399999976158142,287.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,3 beds,mortgage,617531308.730000019073486,331.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,4 beds,mortgage,353709130.129999995231628,138.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,4 beds,mortgage,353709130.129999995231628,138.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,5 beds,mortgage,296611282.660000026226044,75.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,5 beds,mortgage,296611282.660000026226044,75.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,6+ beds,mortgage,30420430.000000000000000,7.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,6+ beds,mortgage,30420430.000000000000000,7.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Retail,line store,mortgage,1116000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,line store,mortgage,1116000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Apartment / Duplex,studio,mortgage,23126632.000000000000000,28.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,studio,mortgage,23126632.000000000000000,28.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Other,Undefined,mortgage,1706265000.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Retail,Undefined,mortgage,35000000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,Undefined,mortgage,140931462.099999994039536,55.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,Undefined,mortgage,1882196462.099999904632568,59.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,All beds,mortgage,3594044482.019999980926514,963.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Apartment / Duplex,1 bed,sale,1563414641.410000085830688,1176.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,1 bed,sale,1563414641.410000085830688,1176.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Apartment / Duplex,2 beds,sale,1948937848.369999885559082,854.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,2 beds,sale,206716429.349999994039536,111.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,2 beds,sale,2155654277.719999790191650,965.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Apartment / Duplex,3 beds,sale,971166876.480000019073486,300.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,3 beds,sale,956909527.769999980926514,373.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,3 beds,sale,1928076404.250000000000000,673.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Apartment / Duplex,4 beds,sale,99942275.000000000000000,17.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,4 beds,sale,1276352790.440000057220459,303.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,4 beds,sale,1376295065.440000057220459,320.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,5 beds,sale,1102424865.789999961853027,172.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,5 beds,sale,1102424865.789999961853027,172.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,6+ beds,sale,563458500.000000000000000,44.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,6+ beds,sale,563458500.000000000000000,44.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Retail,line store,sale,1600000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,line store,sale,1600000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Apartment / Duplex,studio,sale,406053320.959999978542328,495.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,studio,sale,406053320.959999978542328,495.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Other,Undefined,sale,440554614.319999992847443,30.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Plot,Undefined,sale,218015087.060000002384186,41.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,Undefined,sale,328214185.949999988079071,84.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,Undefined,sale,986783887.330000042915344,155.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,All beds,sale,10083760962.899999618530273,4001.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,All property types,All beds,All types,14170614231.879999160766602,4973.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,4 beds,donation,4256206.320000000298023,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,4 beds,donation,4256206.320000000298023,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,All beds,donation,4256206.320000000298023,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Other,Undefined,long lease,104254155.000000000000000,2.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Retail,Undefined,long lease,14401800.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,Undefined,long lease,118655955.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,All beds,long lease,118655955.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Apartment / Duplex,1 bed,mortgage,2572374.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,1 bed,mortgage,2572374.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Apartment / Duplex,2 beds,mortgage,13646078.000000000000000,10.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,2 beds,mortgage,6279789.000000000000000,4.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,2 beds,mortgage,19925867.000000000000000,14.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Apartment / Duplex,3 beds,mortgage,16383154.000000000000000,9.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,3 beds,mortgage,299377303.779999971389771,146.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,3 beds,mortgage,315760457.779999971389771,155.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,4 beds,mortgage,614976986.190000057220459,211.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,4 beds,mortgage,614976986.190000057220459,211.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,5 beds,mortgage,235813036.240000009536743,63.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,5 beds,mortgage,235813036.240000009536743,63.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,6+ beds,mortgage,31618861.000000000000000,8.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,6+ beds,mortgage,31618861.000000000000000,8.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Apartment / Duplex,studio,mortgage,8484696.000000000000000,7.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,studio,mortgage,8484696.000000000000000,7.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Other,Undefined,mortgage,6496343.400000000372529,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,Undefined,mortgage,15353339.000000000000000,7.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,Undefined,mortgage,21849682.399999998509884,10.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,All beds,mortgage,1251001960.609999895095825,471.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Apartment / Duplex,1 bed,sale,200598171.110000014305115,236.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,1 bed,sale,200598171.110000014305115,236.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Apartment / Duplex,2 beds,sale,299369004.040000021457672,219.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,2 beds,sale,240202913.689999997615814,151.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,2 beds,sale,539571917.730000019073486,370.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Apartment / Duplex,3 beds,sale,235583573.580000013113022,129.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,3 beds,sale,961044847.960000038146973,410.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,3 beds,sale,1196628421.539999961853027,539.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Apartment / Duplex,4 beds,sale,7639783.709999999962747,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,4 beds,sale,947920390.639999985694885,275.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,4 beds,sale,955560174.350000023841858,278.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,5 beds,sale,330445642.959999978542328,70.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,5 beds,sale,330445642.959999978542328,70.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,6+ beds,sale,39011526.179999999701977,7.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,6+ beds,sale,39011526.179999999701977,7.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Retail,line store,sale,1400000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,line store,sale,1400000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Apartment / Duplex,studio,sale,43508279.469999998807907,74.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,studio,sale,43508279.469999998807907,74.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Office,Undefined,sale,78389000.000000000000000,2.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Other,Undefined,sale,62460450.000000000000000,8.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Plot,Undefined,sale,444286563.160000026226044,164.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,Villa / Townhouse,Undefined,sale,15628984.539999999105930,5.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,Undefined,sale,600764997.700000047683716,179.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,All beds,sale,3907489131.039999961853027,1754.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2020,All property types,All beds,All types,5281403252.970000267028809,2229.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,Apartment / Duplex,1 bed,sale,231650134.539999991655350,216.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,All property types,1 bed,sale,231650134.539999991655350,216.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,Apartment / Duplex,2 beds,sale,427070649.360000014305115,248.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,Villa / Townhouse,2 beds,sale,2341950.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,All property types,2 beds,sale,429412599.360000014305115,249.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,Apartment / Duplex,3 beds,sale,177628650.300000011920929,70.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,Villa / Townhouse,3 beds,sale,72587536.599999994039536,22.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,All property types,3 beds,sale,250216186.900000005960464,92.000000000000000,23604.657354876042518,28738344.954181831330061
