plot_id,community_id,road_id,allocation_status,construction_status,plot_status,zone_tpss,service_status,area_calculated,development_type,landuse_code,elms_landuse_en,elms_landuse_ar,elms_allocation_en,elms_allocation_ar,sector_tpss,flat_id,gis_id,sector_plot_num,plot_number,community_name_eng,community_name_ara,dev_projectid,dev_far,devcode,max_gfa,municipality_name,district_id,district_name,dev_category,dev_description,elms_parentlanduse_e,elms_parentlanduse_a,created_user,created_date,last_edited_user,last_edited_date,estimatedarea,municipality_id,shape_Length,shape_Area
412558,595,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,6030.459361440000066,,,residential/residentialApartments,سكني/شقق سكنية,Investment,استثماري,RS2,,1000412558,RS2_C1,C1,RS2,الريم شمس 2,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,,,41,321.423151814855714,6035.941972111298128
41258,595,0,ALLOCATED,Constructed,Constructed,AL REEM ISLAND,available,3538.580462500000067,,,tabreedStation,محطة تبريد,Utility,مرافق,RS2,,100041258,RS2_P5,P5,RS2,الريم شمس 2,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,utility,مرافق,,,,,,41,241.059116301019628,3541.785053356812568
412646,66,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,3110.654098989999966,,,officesAndGeneralBusinessServices,مكاتب وخدمات أعمال عامة,Commercial,تجاري,RS5,,1000412646,RS5_C19,C19,RS5,الريم شمس 5,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,commercial,تجاري,,,,,,41,235.644344565852919,3113.453828726320353
4127778,773,0,ALLOCATED,Constructed,Constructed,AL REEM ISLAND,available,2068.495327990000078,,,Service Centre,مركز خدمات,Public Building,مباني عامة,RT6,,10004127778,RT6_P6b,P6b,RT6,الريم طموح 6,1179,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,publicBuilding,مباني عامة,,,,,,41,196.683059423300676,2070.357919992386542
4127779,773,0,ALLOCATED,Constructed,Constructed,AL REEM ISLAND,available,2069.517149069999959,,,TelephoneExchange,مقسم هاتف,Public Building,مباني عامة,RT6,,10004127779,RT6_P6a,P6a,RT6,الريم طموح 6,1179,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,utility,مرافق,,,,7/3/2024 3:00:45,,41,187.265632907008637,2071.381749489972208
412931,153,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,11532.813077369999519,,,residentialCommercial,سكن تجارى,Commercial,تجاري,RS3,,1000412931,RS3_C13,C13,RS3,الريم شمس 3,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,commercial,تجاري,,,,,,41,462.264748683689618,11543.134645584577811
412975,772,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,32148.837376259998564,,,residentialCommercial,سكن تجارى,Commercial,تجاري,RS6,,1000412975,RS6_C13,C13,RS6,الريم شمس 6,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,commercial,تجاري,,,,,,41,720.595560166588029,32177.805244217051950
413024,772,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,2497.767942769999991,,,primaryStation,محطة كهرباء رئيسية,Utility,مرافق,RS6,,1000413024,RS6_P15b,P15b,RS6,الريم شمس 6,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,utility,مرافق,,,,,,41,200.000800273725787,2500.019124461405681
413070,510,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,24277.411384980001458,,,multiusage,متعدد الاستخدامات,Commercial,تجاري,RR4,,1000413070,RR4_C18,C18,RR4,الريم الريم 4,1088,N/A,PLANNED DEVELOPMENT,,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,commercial,تجاري,,,,,,41,619.327928230963494,24299.516206737400353
413116,66,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,2661.577021439999953,,,residentialCommercial,سكن تجارى,Commercial,تجاري,RS5,,1000413116,RS5_C10,C10,RS5,الريم شمس 5,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,commercial,تجاري,,,,,,41,196.621177064823371,2663.976954630861201
413199,153,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,1695.382463460000054,,,publicGarden,حديقة عامة,Recreational,ترفيهي,RS3,,1000413199,RS3_P5,P5,RS3,الريم شمس 3,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,public,عام,,,SDE,7/25/2024 5:45:49,,41,221.350319391875303,1696.914358743326829
41321,772,0,ALLOCATED,Constructed,Constructed,AL REEM ISLAND,available,211.007738569999987,,,Substation,محطة كهرباء فرعية,Utility,مرافق,RS6,,100041321,RS6_P16,P16,RS6,الريم شمس 6,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,utility,مرافق,,,,,,41,57.884248891119960,211.198904019656680
413301,153,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,2252.048610920000101,,,publicGarden,حديقة عامة,Recreational,ترفيهي,RS3,,1000413301,RS3_P14,P14,RS3,الريم شمس 3,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,public,عام,,,,,,41,287.453027938606340,2254.085064471773421
4133520,510,0,ALLOCATED,Constructed,Constructed,AL REEM ISLAND,available,7342.881790569999794,,,commercialLand,ارض تجارية,Commercial,تجاري,RR4,,10004133520,RR4_C5_C6_C7,C5_C6_C7,RR4,الريم الريم 4,1088,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,commercial,تجاري,,,,,,41,374.326476845050138,7349.546984686951873
4133700,780,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,6454.621323379999922,,,residential,سكني,Residential,سكني,RR1,,10004133700,RR1_C1_C2,C1_C2,RR1,الريم الريم 1,1088,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,commercial,تجاري,,,,,,41,347.148349530716530,6460.549393001867429
4133740,780,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,6534.488712270000178,,,residential,سكني,Residential,سكني,RR1,,10004133740,RR1_C3_C4,C3_C4,RR1,الريم الريم 1,1088,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,commercial,تجاري,,,,,,41,346.024520463679551,6540.486320587603586
413426,510,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,1648.223555009999927,,,residentialVilla,فيلا سكنية,Residential,سكني,RR4,,1000413426,RR4_9,9,RR4,الريم الريم 4,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,163.919550173195091,1649.722245904157035
413663,696,0,ALLOCATED,Constructed,Constructed,AL REEM ISLAND,available,3156.063974279999911,,,largeMosqueJami,مسجد جامع,Public Building,مباني عامة,RR2,,1000413663,RR2_P2,P2,RR2,الريم الريم 2,1088,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,religious,دينى,,,,,,41,237.065894710110229,3158.927286573191850
413778,153,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,2648.927344530000028,,,residentialCommercial,سكن تجارى,Commercial,تجاري,RS3,,1000413778,RS3_C26,C26,RS3,الريم شمس 3,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,commercial,تجاري,,,,,,41,206.372876584110401,2651.320423466581815
413866,66,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,4460.190922280000450,,,publicGarden,حديقة عامة,Recreational,ترفيهي,RS5,,1000413866,RS5_P2,P2,RS5,الريم شمس 5,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,public,عام,,,,,,41,346.162177899080746,4464.204192229306500
41421,153,0,ALLOCATED,Under Construction,Under Construction,AL REEM ISLAND,available,4279.701262929999757,,,residentialCommercial,سكن تجارى,Commercial,تجاري,RS3,,100041421,RS3_C9,C9,RS3,الريم شمس 3,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,commercial,تجاري,,,SDE,7/25/2024 5:45:49,,41,257.399151206814793,4283.553676057502344
414218,133,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,3367.838248909999948,,,residentialCommercial,سكن تجارى,Commercial,تجاري,RS1,,1000414218,RS1_C2,C2,RS1,الريم شمس 1,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,commercial,تجاري,,,,,,41,244.992451857070961,3370.897844735568015
41444,153,0,ALLOCATED,Constructed,Constructed,AL REEM ISLAND,available,3497.471876879999854,,,tabreedStation,محطة تبريد,Utility,مرافق,RS3,,100041444,RS3_P10,P10,RS3,الريم شمس 3,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,utility,مرافق,,,,,,41,240.001027977112386,3500.623889976710416
414468,772,0,ALLOCATED,Constructed,Constructed,AL REEM ISLAND,available,7193.506307519999609,,,tabreedStation,محطة تبريد,Utility,مرافق,RS6,,1000414468,RS6_P15c,P15c,RS6,الريم شمس 6,1179,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,utility,مرافق,,,,,,41,359.999573016771876,7199.983283014998960
41524,153,0,ALLOCATED,Not Constructed,Not Constructed,AL REEM ISLAND,available,2799.840742949999822,,,publicGarden,حديقة عامة,Recreational,ترفيهي,RS3,,100041524,RS3_P8,P8,RS3,الريم شمس 3,1042,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,57,Al Reem Island,Other,PLANNED DEVELOPMENT,public,عام,,,SDE,6/19/2024 13:08:42,,41,398.117009362737576,2802.366770930043913
4208113,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.712527790000024,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208113,YN3_443,443,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.776221902199495,489.034949513544007
4208114,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.675381340000001,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208114,YN3_442,442,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777474426799202,488.995760806229669
4208115,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.620682279999983,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208115,YN3_444,444,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777770796152765,488.943350474803879
4208116,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.678278830000011,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208116,YN3_450,450,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777768741027586,488.999474994685556
4208117,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.679246519999992,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208117,YN3_449,449,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777850095971715,489.000319996200801
4208118,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.816423929999985,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208118,YN3_457,457,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.789527686995982,489.139834515337213
4208119,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.676250840000023,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208119,YN3_458,458,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777756424039410,488.999179576896438
4208120,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.624660989999995,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208120,YN3_463,463,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777770909034587,488.949291470803132
4208121,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.205911180000044,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208121,YN3_456,456,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.054694081357695,519.547469576678168
4208122,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.140039770000044,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208122,YN3_455,455,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.075374122200103,519.482334018964593
4208123,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.074446330000001,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208123,YN3_452,452,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.055630752498189,519.415582493605484
4208124,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.484289719999992,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208124,YN3_446,446,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.766077486647717,488.804650004235953
4208125,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.691412070000013,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208125,YN3_453,453,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.778921983368363,489.013259993448060
4208126,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.688623119999988,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208126,YN3_447,447,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.778722360342783,489.010855498906324
4208127,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.691208019999976,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208127,YN3_454,454,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.778934189537907,489.013384518163377
4208128,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.803046960000017,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208128,YN3_460,460,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.788103455959828,489.124979996145839
4208129,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.750279900000010,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208129,YN3_461,461,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.787129494908243,489.070742566143736
4208130,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.935326809999992,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208130,YN3_440,440,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.796311560641357,489.257353998430347
4208131,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.658787319999988,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208131,YN3_441,441,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.776341373533299,488.981940022455433
4208132,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.167709199999990,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208132,YN3_448,448,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.046960577961116,519.508084105105240
4208133,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.088143309999964,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208133,YN3_445,445,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.033456346063730,519.430710993458661
4208134,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.149337650000007,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208134,YN3_462,462,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.073394788607487,519.491917347453295
4208135,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.126931860000013,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208135,YN3_459,459,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.065998174740272,519.467446497017590
4208136,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.638732530000027,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208136,YN3_464,464,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777373956148935,488.960590205337496
4208137,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.676128129999995,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208137,YN3_465,465,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777674049724411,488.997786791009048
4208138,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.764957929999980,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208138,YN3_467,467,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.792319584164446,489.087687603498125
4208139,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.661787119999985,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208139,YN3_466,466,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.776435074010791,488.982879191591849
4208140,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.086345540000025,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208140,YN3_451,451,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.055279941341809,519.428897500073049
4208141,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.677402219999976,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208141,YN3_435,435,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777874654846457,489.000739492537548
4208142,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.089982390000046,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208142,YN3_428,428,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.060707464126125,519.431511461119499
4208143,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.126241370000002,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208143,YN3_431,431,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.067150722421871,519.468815553644049
4208144,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.803880950000007,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208144,YN3_430,430,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.788103455959813,489.124979996145782
4208145,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.210586189999958,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208145,YN3_437,437,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.063116620011769,519.552924279933791
4208146,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.689311599999996,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208146,YN3_436,436,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.778705860504061,489.010875018734453
4208147,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.788368639999987,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208147,YN3_434,434,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.788444186281566,489.110948496003573
4208148,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.792442569999992,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208148,YN3_426,426,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.787032458018743,489.114212003365537
4208149,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.137930470000015,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208149,YN3_427,427,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.066197906536516,519.480115546823527
4208150,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.064293539999994,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208150,YN3_432,432,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.045934077146228,519.405616351588947
4208151,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.690597790000027,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208151,YN3_433,433,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.778828273745447,489.012119996758258
4208152,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.190657780000038,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208152,YN3_438,438,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.080163844669030,519.533501442778515
4208153,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.678824200000008,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208153,YN3_439,439,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777769156456856,488.999351997915142
