plot_id,community_id,road_id,allocation_status,construction_status,plot_status,zone_tpss,service_status,area_calculated,development_type,landuse_code,elms_landuse_en,elms_landuse_ar,elms_allocation_en,elms_allocation_ar,sector_tpss,flat_id,gis_id,sector_plot_num,plot_number,community_name_eng,community_name_ara,dev_projectid,dev_far,devcode,max_gfa,municipality_name,district_id,district_name,dev_category,dev_description,elms_parentlanduse_e,elms_parentlanduse_a,created_user,created_date,last_edited_user,last_edited_date,estimatedarea,municipality_id,shape_Length,shape_Area
4337353,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.630276930000008,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337353,YN7_289,289,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.998584944359507,168.738701854622775
4337354,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.637710059999989,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337354,YN7_295,295,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,60.000083351589673,168.744812999508440
4337355,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.660189639999999,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337355,YN7_298,298,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,60.001503949017334,168.766942986891621
4337356,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.642529650000000,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337356,YN7_340,340,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.999874815680343,168.748560544265075
4337357,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,202.415462810000008,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337357,YN7_341,341,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,63.998185895983177,202.543050355654032
4337358,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,202.414012189999994,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337358,YN7_342,342,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,63.999093331405099,202.540720489064512
4337359,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.636202270000013,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337359,YN7_351,351,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.999510165122928,168.743597001737044
4337360,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,254.129374079999991,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337360,YN7_353,353,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,70.375910926623476,254.290066847973975
4337361,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.629694629999989,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337361,YN7_355,355,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.998421478161937,168.736780837330372
4337362,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,202.416620349999988,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337362,YN7_366,366,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,64.000411264739739,202.546254003368006
4337363,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.638814160000010,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337363,YN7_376,376,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,60.000535644557253,168.747011987576826
4337364,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,188.228599050000014,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337364,YN7_393,393,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,65.107699516058133,188.347293681502038
4337365,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.641508439999996,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337365,YN7_419,419,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.999622766844595,168.746780494984591
4337366,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,367.451753310000015,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337366,YN7_423,423,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,76.807642531937830,367.683804008633842
4337367,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,314.798100890000001,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337367,YN7_435,435,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,73.000224366382881,314.997195016314549
4337368,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,314.789307210000004,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337368,YN7_437,437,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,72.999828158176825,314.987991792837875
4337369,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,339.789070890000005,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337369,YN7_439,439,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,73.869137494613298,340.006248485603123
4337370,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,314.814643960000012,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337370,YN7_442,442,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,73.001536230739788,315.013984019066868
4337371,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,314.804581349999978,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337371,YN7_450,450,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,73.001061191188199,315.004455989700205
4337372,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,391.244613640000011,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337372,YN7_452,452,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,79.179528779872825,391.491873951005459
4337373,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,314.794564050000020,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337373,YN7_459,459,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,72.999168493514475,314.992942387267306
4337374,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,314.806921489999979,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337374,YN7_474,474,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,73.000855701286198,315.006492481106136
4337375,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,314.803250289999994,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337375,YN7_479,479,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,73.000232908254560,315.002132989849372
4337376,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,314.802954779999993,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337376,YN7_480,480,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,73.000232910604581,315.002133013822515
4337377,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,455.419077410000000,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337377,YN7_481,481,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,84.471376902467924,455.706754492126265
4337378,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,314.796926750000011,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337378,YN7_504,504,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,72.999309335980087,314.995171242299136
4337379,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,314.805627790000017,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337379,YN7_509,509,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,73.000359074543184,315.003420037663034
4337380,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,314.802951619999988,,,residentialVilla,فيلا سكنية,Investment,استثماري,YN7,,10004337380,YN7_510,510,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,73.000232910604581,315.002133013822515
4337381,5173,0,ALLOCATED,Not Constructed,Not Constructed,YAS ISLAND,available,538.170369449999953,,,Park/Public Garden,منتزه / حديقة عامة,,,YN7,,10004337381,YN7_G12,G12,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,publicOpenSpace,مناطق عامة,,,,12/26/2024 3:02:02,,41,93.236724202555123,538.511898861391614
4337382,5173,0,ALLOCATED,Not Constructed,Not Constructed,YAS ISLAND,available,422.937881170000026,,,Park/Public Garden,منتزه / حديقة عامة,,,YN7,,10004337382,YN7_G5,G5,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,publicOpenSpace,مناطق عامة,,,,12/26/2024 3:02:02,,41,113.641644766506559,423.204698009725519
4337383,5173,0,ALLOCATED,Not Constructed,Not Constructed,YAS ISLAND,available,134.804876519999993,,,Developed Open Space,مساحة مفتوحة مطورة,Public Open Space,مناطق عامة,YN7,,10004337383,YN7_P35,P35,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,publicOpenSpace,مناطق عامة,,,,12/26/2024 3:02:02,,41,62.999815221685232,134.889152817735209
4337384,5173,0,ALLOCATED,Not Constructed,Not Constructed,YAS ISLAND,available,30.415006940000001,,,Developed Open Space,مساحة مفتوحة مطورة,Public Open Space,مناطق عامة,YN7,,10004337384,YN7_P42,P42,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,publicOpenSpace,مناطق عامة,,,,12/26/2024 3:02:02,,41,22.645545505244165,30.434038145058665
4337385,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,undefined,326.725720780000017,,,Substation,محطة كهرباء فرعية,Utility,مرافق,YN7,,10004337385,YN7_SS8,SS8,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,utility,مرافق,,,SDE,7/25/2024 5:45:49,,41,75.711565028013453,326.930108553852506
4337386,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.470193480000006,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337386,YN7_22,22,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.952779300096424,168.576012519055240
4337387,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,230.462159250000013,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337387,YN7_26,26,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,65.843100055999557,230.606996799086403
4337388,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,223.946821860000000,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337388,YN7_29,29,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,66.177620250462112,224.088583004708966
4337389,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,175.783871510000012,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337389,YN7_34,34,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,61.904240828702044,175.895432993702769
4337390,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,171.240956240000003,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337390,YN7_44,44,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,60.693492157336493,171.347447203549393
4337391,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,202.422727540000011,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337391,YN7_60,60,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,64.000094420785132,202.550162994670842
4337392,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.646431350000000,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337392,YN7_62,62,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.999817989363976,168.752929497696556
4337393,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.640098630000011,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337393,YN7_67,67,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.999316236252540,168.746634514121496
4337394,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,213.612087699999989,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337394,YN7_73,73,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,63.999548254430159,213.745672994511608
4337395,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.651016019999986,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337395,YN7_106,106,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,60.000760489942294,168.756835752129746
4337396,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,202.421602299999989,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337396,YN7_113,113,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,63.999151976606370,202.549056506817635
4337397,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.642068800000004,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337397,YN7_115,115,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.998763618222810,168.748556496979631
4337398,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,202.424348470000012,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337398,YN7_120,120,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,63.999982655296471,202.552692997188274
4337399,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.646497649999986,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337399,YN7_128,128,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.999723741086527,168.752617948225804
4337400,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.636327429999994,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337400,YN7_129,129,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.998770013114225,168.741469706898187
4337401,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.636806540000009,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337401,YN7_133,133,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.999086308488266,168.743488508468772
4337402,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.645375410000014,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337402,YN7_137,137,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,60.000357756381653,168.750396265618406
4337403,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.645286590000012,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337403,YN7_138,138,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,60.000357752659809,168.750396223747060
4337404,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,202.419630200000000,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337404,YN7_146,146,YN7,ياس شمال 7,1275,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,64.000066318589774,202.548410984230088
4337405,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.647056609999993,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337405,YN7_164,164,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,60.000515143349077,168.751892010513217
4337406,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.645495649999987,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337406,YN7_179,179,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.999820591727683,168.751252496939088
4337407,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.649929329999992,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337407,YN7_182,182,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,60.001624590691698,168.755317089142750
4337408,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.646217479999990,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337408,YN7_190,190,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.999820750071251,168.753639236637753
4337409,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,202.439066520000011,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337409,YN7_198,198,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,64.003106479242817,202.566267513303160
4337410,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,202.413206629999991,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337410,YN7_202,202,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,64.000827745443218,202.540135492397326
4337411,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.645794590000008,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337411,YN7_205,205,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.999819827878589,168.751295485926789
4337412,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.645605910000000,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337412,YN7_212,212,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,60.000515161567826,168.751891986024560
4337413,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.644389689999997,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337413,YN7_219,219,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.999819827878582,168.751295485926789
4337414,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,202.411014639999991,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337414,YN7_222,222,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,63.998831283950224,202.539311840385551
4337415,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,168.645323929999989,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337415,YN7_223,223,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,59.999696679427572,168.750632598082973
4337416,5173,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,213.610504740000010,,,townhouse,تاون هاوس,Investment,استثماري,YN7,,10004337416,YN7_228,228,YN7,ياس شمال 7,1268,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,investment,استثماري,,,,12/26/2024 3:02:02,,41,63.999506531501993,213.744958965400059
