year,municipality,municipality_id,district,district_id,community,community_id,project_id,project_number,project_name,typology,layout,rent_type,lower_rent_value,upper_rent_value,avg_rent_value,lable,shape_Length,shape_Area
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,2 beds,Renewal,87500.000000000000000,99750.000000000000000,95035.000000000000000,95k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,3 beds,All types,120000.000000000000000,132000.000000000000000,127629.000000000000000,128k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,3 beds,New,120000.000000000000000,132000.000000000000000,129338.000000000000000,129k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,3 beds,Renewal,120000.000000000000000,131250.000000000000000,126085.000000000000000,126k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,All beds,All types,78562.500000000000000,86512.500000000000000,83825.000000000000000,84k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,All beds,New,79538.250000000000000,86400.000000000000000,85273.750000000000000,85k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,All beds,Renewal,77456.000000000000000,86100.000000000000000,82373.500000000000000,82k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,Studio,All types,47250.000000000000000,48300.000000000000000,47633.000000000000000,48k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,Studio,New,44400.000000000000000,49600.000000000000000,48149.000000000000000,48k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,Studio,Renewal,47250.000000000000000,48300.000000000000000,47247.000000000000000,47k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,1 bed,All types,57000.000000000000000,66000.000000000000000,62223.000000000000000,62k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,1 bed,New,58753.000000000000000,67000.000000000000000,63644.000000000000000,64k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,1 bed,Renewal,55074.000000000000000,65100.000000000000000,61127.000000000000000,61k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,2 beds,All types,90000.000000000000000,99750.000000000000000,97815.000000000000000,98k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,2 beds,New,95000.000000000000000,97000.000000000000000,99964.000000000000000,100k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,2 beds,Renewal,87500.000000000000000,99750.000000000000000,95035.000000000000000,95k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,3 beds,All types,120000.000000000000000,132000.000000000000000,127629.000000000000000,128k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,3 beds,New,120000.000000000000000,132000.000000000000000,129338.000000000000000,129k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,3 beds,Renewal,120000.000000000000000,131250.000000000000000,126085.000000000000000,126k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,All beds,All types,78562.500000000000000,86512.500000000000000,83825.000000000000000,84k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,All beds,New,79538.250000000000000,86400.000000000000000,85273.750000000000000,85k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,All beds,Renewal,77456.000000000000000,86100.000000000000000,82373.500000000000000,82k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,Studio,All types,47250.000000000000000,48300.000000000000000,47633.000000000000000,48k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,Studio,New,44400.000000000000000,49600.000000000000000,48149.000000000000000,48k,1119.497846490735355,67452.134490001422819
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,Studio,Renewal,47250.000000000000000,48300.000000000000000,47247.000000000000000,47k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,1 bed,All types,56879.000000000000000,70646.000000000000000,64472.000000000000000,64k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,1 bed,New,63321.000000000000000,75000.000000000000000,68889.000000000000000,69k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,1 bed,Renewal,54529.000000000000000,66696.000000000000000,61650.000000000000000,62k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,2 beds,All types,92925.000000000000000,108200.000000000000000,101365.000000000000000,101k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,2 beds,New,95000.000000000000000,114877.000000000000000,107195.000000000000000,107k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,2 beds,Renewal,89250.000000000000000,104843.000000000000000,98524.000000000000000,99k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,3 beds,All types,125000.000000000000000,144600.000000000000000,134060.000000000000000,134k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,3 beds,New,130250.000000000000000,153000.000000000000000,143407.000000000000000,143k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,3 beds,Renewal,123000.000000000000000,135000.000000000000000,131179.000000000000000,131k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,All beds,All types,80566.000000000000000,93861.500000000000000,87621.750000000000000,88k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,All beds,New,84642.750000000000000,99069.250000000000000,92991.750000000000000,93k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,All beds,Renewal,78507.250000000000000,89266.250000000000000,85262.500000000000000,85k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,Studio,All types,47460.000000000000000,52000.000000000000000,50590.000000000000000,51k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,Studio,New,50000.000000000000000,53400.000000000000000,52476.000000000000000,52k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,All property types,Studio,Renewal,47250.000000000000000,50526.000000000000000,49697.000000000000000,50k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,1 bed,All types,56879.000000000000000,70646.000000000000000,64472.000000000000000,64k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,1 bed,New,63321.000000000000000,75000.000000000000000,68889.000000000000000,69k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,1 bed,Renewal,54529.000000000000000,66696.000000000000000,61650.000000000000000,62k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,2 beds,All types,92925.000000000000000,108200.000000000000000,101365.000000000000000,101k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,2 beds,New,95000.000000000000000,114877.000000000000000,107195.000000000000000,107k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,2 beds,Renewal,89250.000000000000000,104843.000000000000000,98524.000000000000000,99k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,3 beds,All types,125000.000000000000000,144600.000000000000000,134060.000000000000000,134k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,3 beds,New,130250.000000000000000,153000.000000000000000,143407.000000000000000,143k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,3 beds,Renewal,123000.000000000000000,135000.000000000000000,131179.000000000000000,131k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,All beds,All types,80566.000000000000000,93861.500000000000000,87621.750000000000000,88k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,All beds,New,84642.750000000000000,99069.250000000000000,92991.750000000000000,93k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,All beds,Renewal,78507.250000000000000,89266.250000000000000,85262.500000000000000,85k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,Studio,All types,47460.000000000000000,52000.000000000000000,50590.000000000000000,51k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,Studio,New,50000.000000000000000,53400.000000000000000,52476.000000000000000,52k,1119.497846490735355,67452.134490001422819
2025,Abu Dhabi City,41,AL REEM ISLAND,57,RS6,772,1027,2017/32957,The Gate,Apartment / Duplex,Studio,Renewal,47250.000000000000000,50526.000000000000000,49697.000000000000000,50k,1119.497846490735355,67452.134490001422819
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,1 bed,All types,49621.000000000000000,56000.000000000000000,52758.000000000000000,53k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,1 bed,New,47124.000000000000000,54998.000000000000000,51235.000000000000000,51k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,1 bed,Renewal,52000.000000000000000,56000.000000000000000,53607.000000000000000,54k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,2 beds,All types,66988.000000000000000,80000.000000000000000,72406.000000000000000,72k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,2 beds,New,59189.000000000000000,79354.000000000000000,69569.000000000000000,70k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,2 beds,Renewal,72043.000000000000000,80848.000000000000000,75471.000000000000000,75k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,4 beds,All types,96041.000000000000000,109740.000000000000000,106083.000000000000000,106k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,4 beds,New,93192.000000000000000,108001.000000000000000,101834.000000000000000,102k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,4 beds,Renewal,98373.000000000000000,110000.000000000000000,108968.000000000000000,109k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,All beds,All types,70883.333333000002312,81913.333333000002312,77082.333333000002312,77k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,All beds,New,66501.666666000004625,80784.333333000002312,74212.666666000004625,74k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,All beds,Renewal,74138.666666000004625,82282.666666000004625,79348.666666000004625,79k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,1 bed,All types,49621.000000000000000,56000.000000000000000,52758.000000000000000,53k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,1 bed,New,47124.000000000000000,54998.000000000000000,51235.000000000000000,51k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,1 bed,Renewal,52000.000000000000000,56000.000000000000000,53607.000000000000000,54k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,2 beds,All types,66988.000000000000000,80000.000000000000000,72406.000000000000000,72k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,2 beds,New,59189.000000000000000,79354.000000000000000,69569.000000000000000,70k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,2 beds,Renewal,72043.000000000000000,80848.000000000000000,75471.000000000000000,75k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,4 beds,All types,96041.000000000000000,109740.000000000000000,106083.000000000000000,106k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,4 beds,New,93192.000000000000000,108001.000000000000000,101834.000000000000000,102k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,4 beds,Renewal,98373.000000000000000,110000.000000000000000,108968.000000000000000,109k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,All beds,All types,70883.333333000002312,81913.333333000002312,77082.333333000002312,77k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,All beds,New,66501.666666000004625,80784.333333000002312,74212.666666000004625,74k,532.094366371227238,14172.954798299304457
2022,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,All beds,Renewal,74138.666666000004625,82282.666666000004625,79348.666666000004625,79k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,1 bed,All types,50794.000000000000000,55847.000000000000000,52832.000000000000000,53k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,1 bed,New,49446.000000000000000,54850.000000000000000,50851.000000000000000,51k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,1 bed,Renewal,52855.000000000000000,55847.000000000000000,54349.000000000000000,54k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,2 beds,All types,71803.000000000000000,81776.000000000000000,75993.000000000000000,76k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,2 beds,New,71569.000000000000000,79781.000000000000000,74142.000000000000000,74k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,2 beds,Renewal,72106.000000000000000,82723.000000000000000,78008.000000000000000,78k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,4 beds,All types,100068.000000000000000,109980.000000000000000,103444.000000000000000,103k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,4 beds,New,95824.000000000000000,103797.000000000000000,97913.000000000000000,98k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,4 beds,Renewal,107331.000000000000000,115089.000000000000000,110082.000000000000000,110k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,All beds,All types,74221.666666000004625,82534.333333000002312,77423.000000000000000,77k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,All beds,New,72279.666666000004625,79476.000000000000000,74302.000000000000000,74k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,All beds,Renewal,77430.666666000004625,84553.000000000000000,80813.000000000000000,81k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,1 bed,All types,50794.000000000000000,55847.000000000000000,52832.000000000000000,53k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,1 bed,New,49446.000000000000000,54850.000000000000000,50851.000000000000000,51k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,1 bed,Renewal,52855.000000000000000,55847.000000000000000,54349.000000000000000,54k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,2 beds,All types,71803.000000000000000,81776.000000000000000,75993.000000000000000,76k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,2 beds,New,71569.000000000000000,79781.000000000000000,74142.000000000000000,74k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,2 beds,Renewal,72106.000000000000000,82723.000000000000000,78008.000000000000000,78k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,4 beds,All types,100068.000000000000000,109980.000000000000000,103444.000000000000000,103k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,4 beds,New,95824.000000000000000,103797.000000000000000,97913.000000000000000,98k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,4 beds,Renewal,107331.000000000000000,115089.000000000000000,110082.000000000000000,110k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,All beds,All types,74221.666666000004625,82534.333333000002312,77423.000000000000000,77k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,All beds,New,72279.666666000004625,79476.000000000000000,74302.000000000000000,74k,532.094366371227238,14172.954798299304457
2023,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,All beds,Renewal,77430.666666000004625,84553.000000000000000,80813.000000000000000,81k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,1 bed,All types,54641.000000000000000,58800.000000000000000,56562.000000000000000,57k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,1 bed,New,51780.000000000000000,59727.000000000000000,56355.000000000000000,56k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,1 bed,Renewal,55125.000000000000000,58800.000000000000000,56647.000000000000000,57k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,2 beds,All types,73000.000000000000000,86100.000000000000000,80099.000000000000000,80k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,2 beds,New,71107.000000000000000,84600.000000000000000,76785.000000000000000,77k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,2 beds,Renewal,74582.000000000000000,87097.000000000000000,81549.000000000000000,82k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,4 beds,All types,110250.000000000000000,115763.000000000000000,117687.000000000000000,118k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,4 beds,New,112000.000000000000000,115749.000000000000000,126213.000000000000000,126k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,4 beds,Renewal,110250.000000000000000,115857.000000000000000,110298.000000000000000,110k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,All beds,All types,79297.000000000000000,86887.666666000004625,84782.666666000004625,85k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,All beds,New,78295.666666000004625,86692.000000000000000,86451.000000000000000,86k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,All property types,All beds,Renewal,79985.666666000004625,87251.333333000002312,82831.333333000002312,83k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,1 bed,All types,54641.000000000000000,58800.000000000000000,56562.000000000000000,57k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,1 bed,New,51780.000000000000000,59727.000000000000000,56355.000000000000000,56k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,1 bed,Renewal,55125.000000000000000,58800.000000000000000,56647.000000000000000,57k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,2 beds,All types,73000.000000000000000,86100.000000000000000,80099.000000000000000,80k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,2 beds,New,71107.000000000000000,84600.000000000000000,76785.000000000000000,77k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,2 beds,Renewal,74582.000000000000000,87097.000000000000000,81549.000000000000000,82k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,4 beds,All types,110250.000000000000000,115763.000000000000000,117687.000000000000000,118k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,4 beds,New,112000.000000000000000,115749.000000000000000,126213.000000000000000,126k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,4 beds,Renewal,110250.000000000000000,115857.000000000000000,110298.000000000000000,110k,532.094366371227238,14172.954798299304457
2024,Abu Dhabi City,41,AL REEM ISLAND,57,RT3,771,1028,2017/35224,City of lights,Apartment / Duplex,All beds,All types,79297.000000000000000,86887.666666000004625,84782.666666000004625,85k,532.094366371227238,14172.954798299304457
