year,municipality,municipality_id,district,district_id,project_name,project_id,project_number,typology,layout,rent_type,volume,value,shape_Length,shape_Area
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,Apartment / Duplex,2 beds,All types,3.000000000000000,332000.000000000000000,208.458353603876930,2483.841823100436159
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,Apartment / Duplex,3 beds,All types,7.000000000000000,855000.000000000000000,208.458353603876930,2483.841823100436159
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,All property types,2 beds,All types,21.000000000000000,2048027.000000000000000,208.458353603876930,2483.841823100436159
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,All property types,3 beds,All types,13.000000000000000,1776014.000000000000000,208.458353603876930,2483.841823100436159
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,All property types,2 beds,All types,18.000000000000000,1895000.000000000000000,208.458353603876930,2483.841823100436159
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,All property types,3 beds,All types,18.000000000000000,2474890.000000000000000,208.458353603876930,2483.841823100436159
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,All property types,2 beds,All types,22.000000000000000,2097501.000000000000000,208.458353603876930,2483.841823100436159
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,All property types,3 beds,All types,17.000000000000000,2401233.000000000000000,208.458353603876930,2483.841823100436159
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,All property types,2 beds,All types,18.000000000000000,1858750.000000000000000,208.458353603876930,2483.841823100436159
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,All property types,3 beds,All types,15.000000000000000,2164120.000000000000000,208.458353603876930,2483.841823100436159
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,All property types,2 beds,All types,11.000000000000000,1137500.000000000000000,208.458353603876930,2483.841823100436159
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,All property types,3 beds,All types,12.000000000000000,1745366.000000000000000,208.458353603876930,2483.841823100436159
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,All property types,2 beds,All types,9.000000000000000,827750.000000000000000,208.458353603876930,2483.841823100436159
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,All property types,3 beds,All types,8.000000000000000,1147208.000000000000000,208.458353603876930,2483.841823100436159
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,All property types,2 beds,All types,3.000000000000000,332000.000000000000000,208.458353603876930,2483.841823100436159
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Boardwalk Residents ,1379,2022/513435,All property types,3 beds,All types,7.000000000000000,855000.000000000000000,208.458353603876930,2483.841823100436159
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,All types,8.000000000000000,637000.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,2 beds,All types,1.000000000000000,140000.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,3 beds,All types,1.000000000000000,175000.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,All types,4.000000000000000,277583.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,2 beds,All types,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,All types,9.000000000000000,622417.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,2 beds,All types,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,3 beds,All types,1.000000000000000,175000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,All types,11.000000000000000,858000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,2 beds,All types,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,3 beds,All types,1.000000000000000,180000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,All types,6.000000000000000,326916.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,2 beds,All types,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,3 beds,All types,1.000000000000000,180000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,All types,11.000000000000000,987000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,2 beds,All types,2.000000000000000,281000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,3 beds,All types,1.000000000000000,100000.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,All types,12.000000000000000,1164450.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,3 beds,All types,1.000000000000000,207343.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,All types,8.000000000000000,637000.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,2 beds,All types,1.000000000000000,140000.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,3 beds,All types,1.000000000000000,175000.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,All types,4.000000000000000,277583.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,2 beds,All types,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,All types,9.000000000000000,622417.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,2 beds,All types,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,3 beds,All types,1.000000000000000,175000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,All types,11.000000000000000,858000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,2 beds,All types,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,3 beds,All types,1.000000000000000,180000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,All types,6.000000000000000,326916.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,2 beds,All types,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,3 beds,All types,1.000000000000000,180000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,All types,11.000000000000000,987000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,2 beds,All types,2.000000000000000,281000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,3 beds,All types,1.000000000000000,100000.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,All types,12.000000000000000,1164450.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,3 beds,All types,1.000000000000000,207343.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,All types,13.000000000000000,1371793.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,All types,8.000000000000000,642916.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,All types,11.000000000000000,933417.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,All types,14.000000000000000,1368000.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,All types,10.000000000000000,952000.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,All types,5.000000000000000,413583.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,All types,13.000000000000000,1174000.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,All types,11.000000000000000,933417.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,All types,5.000000000000000,413583.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,All types,14.000000000000000,1368000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,All types,8.000000000000000,642916.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,All types,10.000000000000000,952000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,All types,13.000000000000000,1174000.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,All types,13.000000000000000,1371793.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,new,8.000000000000000,637000.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,2 beds,new,1.000000000000000,140000.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,3 beds,new,1.000000000000000,175000.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,new,2.000000000000000,121583.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,renewal,2.000000000000000,156000.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,2 beds,renewal,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,new,3.000000000000000,198000.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,renewal,6.000000000000000,424417.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,2 beds,renewal,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,3 beds,renewal,1.000000000000000,175000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,new,6.000000000000000,420000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,renewal,5.000000000000000,438000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,2 beds,renewal,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,3 beds,new,1.000000000000000,180000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,new,2.000000000000000,142000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,renewal,4.000000000000000,184916.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,2 beds,renewal,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,3 beds,renewal,1.000000000000000,180000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,new,10.000000000000000,910000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,renewal,1.000000000000000,77000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,2 beds,new,1.000000000000000,145000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,2 beds,renewal,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,3 beds,new,1.000000000000000,100000.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,new,8.000000000000000,773200.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,1 bed,renewal,4.000000000000000,391250.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,3 beds,new,1.000000000000000,207343.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,new,3.000000000000000,198000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,renewal,2.000000000000000,213000.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,renewal,8.000000000000000,735417.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,new,9.000000000000000,980543.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,renewal,4.000000000000000,391250.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,renewal,3.000000000000000,292000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,renewal,6.000000000000000,500916.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,new,12.000000000000000,1155000.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,new,2.000000000000000,121583.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,renewal,6.000000000000000,574000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,new,2.000000000000000,142000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,new,7.000000000000000,600000.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,All beds,new,10.000000000000000,952000.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,new,10.000000000000000,952000.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,new,2.000000000000000,121583.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,renewal,3.000000000000000,292000.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,new,3.000000000000000,198000.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,renewal,8.000000000000000,735417.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,new,7.000000000000000,600000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,renewal,6.000000000000000,574000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,new,2.000000000000000,142000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,renewal,6.000000000000000,500916.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,new,12.000000000000000,1155000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,renewal,2.000000000000000,213000.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,new,9.000000000000000,980543.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,Apartment / Duplex,All beds,renewal,4.000000000000000,391250.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,new,8.000000000000000,637000.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,2 beds,new,1.000000000000000,140000.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,3 beds,new,1.000000000000000,175000.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,new,2.000000000000000,121583.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,renewal,2.000000000000000,156000.000000000000000,175.255903767868091,1936.335946961181889
2020,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,2 beds,renewal,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,new,3.000000000000000,198000.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,renewal,6.000000000000000,424417.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,2 beds,renewal,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2021,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,3 beds,renewal,1.000000000000000,175000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,new,6.000000000000000,420000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,renewal,5.000000000000000,438000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,2 beds,renewal,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2022,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,3 beds,new,1.000000000000000,180000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,new,2.000000000000000,142000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,renewal,4.000000000000000,184916.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,2 beds,renewal,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2023,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,3 beds,renewal,1.000000000000000,180000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,new,10.000000000000000,910000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,renewal,1.000000000000000,77000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,2 beds,new,1.000000000000000,145000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,2 beds,renewal,1.000000000000000,136000.000000000000000,175.255903767868091,1936.335946961181889
2024,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,3 beds,new,1.000000000000000,100000.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,new,8.000000000000000,773200.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,1 bed,renewal,4.000000000000000,391250.000000000000000,175.255903767868091,1936.335946961181889
2025,Abu Dhabi City,41,AL REEM ISLAND,57,Oasis Residences,1448,20240000189025,All property types,3 beds,new,1.000000000000000,207343.000000000000000,175.255903767868091,1936.335946961181889
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Mangroves Place,1291,2021/430340,All property types,1 bed,new,10.000000000000000,574000.000000000000000,398.756792046411874,6490.871802193125404
2019,Abu Dhabi City,41,AL REEM ISLAND,57,Mangroves Place,1291,2021/430340,All property types,1 bed,renewal,1.000000000000000,68000.000000000000000,398.756792046411874,6490.871802193125404
